_sort,id,published,name,pre_headline,title,lead_text,embedded_html_base_name,language_code,urlname,slug,link,_request,_article_bib_key,how_to_cite,pure_html_asset,pure_pdf_asset,doi,created_at,page_layout,tag_page_type,tag_media,tag_content_type,tag_language,tag_institution,tag_canton,tag_project,tag_public,tag_references,tag_footnotes,ref_bib_keys,references_asset_url,_further_refs,further_references_asset_url,_depends_on,_to_do_on_the_portal,assigned_authors,intro_image_asset,intro_image_portal,audio_assets,audios_portal,video_assets,videos_portal,pdf_assets,pdfs_portal,picture_assets,pictures_portal,text_and_picture_assets,text_and_pictures_portal,box_assets,_attachment_links_assets,attachment_links_portal,has_html_header_tags,links_in_text_or_embed_blocks,themetags_discipline,themetags_focus,themetags_structural,status,changes_made,error_message,error_trace,,
2534,10242,,Sternstunde Philosophie: Eigentum – Fluch oder Segen?,"Sternstunde Philosophie, ""Der philosophische Stammtisch""",Eigentum – Fluch oder Segen?,"Immer mehr sprechen sich gegen Eigentum aus: Würden wir nicht haben, sondern teilen, würden wir Ressourcen sparen und dem, was wir gemeinsam besitzen, mehr Sorge tragen. Doch besagt nicht das Problem der Allmende, dass das, was keinem gehört, bald verlottert, weil sich keiner dafür zuständig fühlt?",,en-UK,2021-09-19-srf,/2021-09-19-srf,https://www.philosophie.ch/2021-09-19-srf,GET,,,,,,44458,article,media article,video,republication,German,,,,,,,,,,,,,"cheneval, vonredecker",2021-09-19-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:539ecd30-f4bd-4e58-9eef-7fd1740da262,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,slug: {{  }} => {{ /2021-09-19-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2021-09-19-srf }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }},,,,
2535,10243,,Sternstunde Philosophie: Auf dem Weg zur hypersensiblen Gesellschaft?,Sternstunde Philosophie,Auf dem Weg zur hypersensiblen Gesellschaft?,Barbara Bleisch und Wolfram Eilenberger diskutieren live in Basel mit Svenja Flasspöhler und Dominique Künzle,,en-UK,2021-11-14-srf,/2021-11-14-srf,https://www.philosophie.ch/2021-11-14-srf,GET,,,,,,44514,article,media article,video,republication,German,,,,,,,,,,,,,"flasspoehler, kuenzle-d",2021-11-14-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:be0523c1-4adf-4799-8445-3b7a61e7a3d2,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,"slug: {{  }} => {{ /2021-11-14-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2021-11-14-srf }} ;;; assigned_authors: {{  }} => {{ flasspoehler, kuenzle-d }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }}",,,,
2536,10244,,Sternstunde Philosophie: Was sind gerechte Steuern? Ein Streitgespräch,Sternstunde Philosophie,Was sind gerechte Steuern? Ein Streitgespräch,"Steuern – für die einen sind sie Diebstahl, für die anderen die Grundvoraussetzung für eine gerechte Gesellschaft. Aber wie hoch dürfen sie sein? Wie viel Wettbewerb braucht es? Ein Streitgespräch über Steuergerechtigkeit mit dem Philosophen Andreas Cassee und dem Ökonomen Christoph Schaltegger.",,en-UK,2022-09-04-srf,/2022-09-04-srf,https://www.philosophie.ch/2022-09-04-srf,GET,,,,,,44808,article,media article,video,republication,German,,,,,,,,,,,,,cassee-a,2022-09-04-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:c1ca52f0-9389-4f5f-bdb9-83a4215914cd,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,slug: {{  }} => {{ /2022-09-04-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2022-09-04-srf }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }},,,,
2537,10245,,Sternstunde Philosophie: Klima- und Energiekrise – Wer muss handeln?,Sternstunde Philosophie,Klima- und Energiekrise – Wer muss handeln?,Strom und Gas sind knapp. Der Mangel ist das neue Normal. Muss sich angesichts der Energie- und Klimakrise radikal etwas ändern? Wer muss verzichten? Wer muss handeln? Yves Bossart spricht mit der Soziologin Katharina Hoppe und dem Umweltethiker Ivo Wallimann-Helmer über Verantwortung in Krisenzeiten.,,en-UK,2022-10-09-srf,/2022-10-09-srf,https://www.philosophie.ch/2022-10-09-srf,GET,,,,,,44843,article,media article,video,republication,German,,,,,,,,,,,,,wallimannhelmer,2022-10-09-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:12076bbb-48ee-483d-a7b9-5e4a75bf1fa3,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,slug: {{  }} => {{ /2022-10-09-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2022-10-09-srf }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }},,,,
2538,10246,,Sternstunde Philosophie: Dieter Thomä – Produktives Stören bringt die Welt voran,Sternstunde Philosophie,Dieter Thomä – Produktives Stören bringt die Welt voran,"Niemand mag Störungen. Fahrleitungsstörungen oder Störgeräusche sind ebenso unbeliebt wie «Klimakleber», die den Strassenverkehr stören. Der Philosoph Dieter Thomä sagt aber: Störmomente gehören nicht nur zum Leben, sondern bringen uns manchmal entscheidend weiter. Doch was macht Störung produktiv?",,en-UK,2023-09-24-srf,/2023-09-24-srf,https://www.philosophie.ch/2023-09-24-srf,GET,,,,,,45193,article,media article,video,republication,German,,,,,,,,,,,,,thomae-d,2023-09-24-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:5e857eae-4035-4c09-a968-2793238e96ae,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,slug: {{  }} => {{ /2023-09-24-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2023-09-24-srf }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }},,,,
2539,10247,,"Sternstunde Philosophie: Sind wir zu moralisch, Hanno Sauer?",Sternstunde Philosophie,"Sind wir zu moralisch, Hanno Sauer?",,,en-UK,2023-10-08-srf,/2023-10-08-srf,https://www.philosophie.ch/2023-10-08-srf,GET,,,,,,45207,article,media article,video,republication,German,,,,,,,,,,,,,sauer-h,2023-10-08-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:b3596686-f416-4ae4-bda4-57dd23a85419,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,slug: {{  }} => {{ /2023-10-08-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2023-10-08-srf }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }},,,,
2540,10248,,Sternstunde Philosophie: Liberalismus – Welche Freiheit wollen wir?,Sternstunde Philosophie,Liberalismus – Welche Freiheit wollen wir?,Die Freiheit hat derzeit einen schweren Stand. Weltweit kämpfen Autokraten gegen die liberale Demokratie. Gleichzeitig erklingt in Krisenzeiten der Ruf nach einem starken Staat und nach mehr Verzicht. Hat der Liberalismus ausgedient? Yves Bossart im Gespräch mit dem Philosophen Michael Festl.,,en-UK,2023-11-26-srf,/2023-11-26-srf,https://www.philosophie.ch/2023-11-26-srf,GET,,,,,,45256,article,media article,video,republication,German,,,,,,,,,,,,,festl-m,2023-11-26-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:575f3e93-1410-4b57-9bad-6d13ef5783c0,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,slug: {{  }} => {{ /2023-11-26-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2023-11-26-srf }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }},,,,
2541,10249,,Sternstunde Philosophie: Eine Ethik für das KI-Zeitalter!,Sternstunde Philosophie,Eine Ethik für das KI-Zeitalter!,Der Einsatz von Künstlicher Intelligenz verletzt Menschenrechte. Dennoch gibt es bis heute keine spezifischen KI-Gesetze. Der Schweizer Ethiker Peter G. Kirchschläger fordert eine globale Überwachungsbehörde zum Schutz aller Menschen vor KI. Gespräch über die gefährlichste Technologie dieser Zeit.,,en-UK,2023-12-10-srf,/2023-12-10-srf,https://www.philosophie.ch/2023-12-10-srf,GET,,,,,,45270,article,media article,video,republication,German,,,,,,,,,,,,,kirchschlaeger-p,2023-12-10-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:5acdca68-c073-426e-be64-6b0e4e87b04b,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,slug: {{  }} => {{ /2023-12-10-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2023-12-10-srf }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }},,,,
2542,10250,,Sternstunde Philosophie: Hoffnung angesichts der Klimakrise?,Sternstunde Philosophie,Corine Pelluchon – Hoffnung angesichts der Klimakrise?,"Die Folgen des Klimawandels und der Naturzerstörung machen vielen Angst. Wie schafft man es, trotz Klimakrise hoffnungsvoll in die Zukunft zu blicken? Und wie könnte eine ökologisch nachhaltige Welt aussehen? Darüber spricht Yves Bossart mit der französischen Philosophin Corine Pelluchon.",,en-UK,2023-09-03-srf,/2023-09-03-srf,https://www.philosophie.ch/2023-09-03-srf,GET,,,,,,45172,article,media article,video,republication,German,,,,,,,,,,,,,pelluchon,2023-09-03-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:9c584700-519f-47bf-9711-6728dee97dfd,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,slug: {{  }} => {{ /2023-09-03-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2023-09-03-srf }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ video }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }},,,,
2543,10251,,Sternstunde Philosophie: 300 Jahre Kant – Ist Aufklärung heute wichtiger denn je?,Sternstunde Philosophie,300 Jahre Kant – Ist Aufklärung heute wichtiger denn je?,Vor 300 Jahren wurde der grösste Revolutionär des menschlichen Geistes geboren. Sein Name: Immanuel Kant. Seine Mission: Aufklärung. Seine Wirkung: weltverändernd. Der Philosoph Marcus Willaschek erklärt die Wichtigkeit Kants für die Krisenzeit.,,en-UK,2024-04-21-srf,/2024-04-21-srf,https://www.philosophie.ch/2024-04-21-srf,GET,,,,,,45403,article,media article,video,republication,German,,,,,,,,,,,,,willaschek,2024-04-21-srf.png,ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg,,,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:d86c4297-8a9e-4459-97c2-afa80bfba79b,,,,sternstunde-philosophie.png,,,,,,,,,,,"video, Sternstunde Philosophie, TV",,slug: {{  }} => {{ /2024-04-21-srf }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2024-04-21-srf }} ;;; intro_image_portal: {{  }} => {{ ext_2017_SRF Sternstunde_Alain de Botton. Liebe - und wie sie den Alltag überlebt.jpg }},,,,
2353,10252,,Immortalità dell'anima nel pensiero filosofico cristiano,<p>La radice intima e profonda come forma d'esistenza</p>,Immortalità dell'anima nel pensiero filosofico cristiano,<p>Il seguente articolo si concentra sull'analisi della natura immortale dell'anima non solo dal punto di vista filosofico ma anche psicologico e religioso.</p>,,en-UK,2024-12-10-diligentetizzani,/2024-12-10-diligentetizzani,https://www.philosophie.ch/2024-12-10-diligentetizzani,GET,,,,,,45636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,10253,,EVENT/ARTICLE AI Agency + Liability,,AI Agency + Liability,"<p>Workshop </p> <p>12 December 2024 </p> <p>10h - 15.30 h</p> <p><br>DIGITIAL SOCIETY INITIATIVE, RÄMISTR. 69, ZURICH</p>",,en-UK,2024-12-12-uzh,/2024-12-12-uzh,https://www.philosophie.ch/2024-12-12-uzh,GET,,,,,,45637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,10254,,Engagement africain et humanisme de Sartre,,ENGAGEMENT AFRICAIN ET HUMANISME DE SARTRE,,,en-UK,2024-12-12-yak,,https://www.philosophie.ch/2024-12-12-yak-r,GET,,,,,,45638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unhandled error,,ActiveRecord::RecordInvalid :: Validation failed: Page type can't be blank,,,
2825,10256,,DLTC What is this all about?,,,,,en-UK,about-portal-for-dltc,,,GET,,,,,,45545,standard,portal page,,,,,,,,,,,,,,,,,about-portal-for-dltc.png,,,,,,,,,,,,,,,,,,,,,,,,,
2826,10257,,DLTC Revolutionising Scientific Publishing,,,,,en-UK,revolutionising-publishing,,,GET,,,,,,45545,standard,portal page,,,,,,,,,,,,,,,,,revolutionising-publishing.png,,,,,,,,,,,,,,,,,,,,,,,,,
2827,10258,,"DLTC The Swiss Philosophy Portal, our OA publisher",,,,,en-UK,dltc-what-is-philo-ch,,,GET,,,,,,45545,standard,portal page,,,,,,,,,,,,,,,,,dltc-what-is-philo-ch.png,,,,,,,,,,,,,,,,,,,,,,,,,
2828,10259,,DLTC Contribute (to Portal and to DLTC),,,,,en-UK,dltc-contribute,,,GET,,,,,,45545,standard,portal page,,,,,,,,,,,,,,,,,dltc-contribute.png,,,,,,,,,,,,,,,,,,,,,,,,,
2561,10260,,PODCAST: HINTERFRAGT Organspende,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtPeter <a class=""internal"" href=""/profil/schaber-p"">Schaber</a>zum Thema:</p>",Organspende,"<p>Thu, 07 Nov 2024<p>Ist es bloss löblich, postmortal Organe zu spenden, oder sind wir moralisch dazu verpflichtet? Und wie sollte die Organspende rechtlich geregelt werden? Ein Gespräch mit Peter <a class=""internal"" href=""/profil/schaber-p"">Schaber</a>, emeritierter Professor für Angewandte Ethik an der Universität Zürich.",,en-UK,2024-11-07-hinterfragt,,,GET,,,,,,45603,standard,media article,audio,republication,German,,,,,,,,,,,,,schaber-p,2024-11-07-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/16064389-peter-schaber-organspende.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,partial success,slug: {{  }} => {{ /2024-11-07-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2024-11-07-hinterfragt }} ;;; intro_image_asset: {{ 2024-11-07-hinterfragt.jpg }} => {{ empty }},--- intro: {{ The following URLs could not be resolved: https://assets.philosophie.ch/2024-11-07-hinterfragt.jpg }},,,
2562,10261,,PODCAST: HINTERFRAGT Inklusive Bildung,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtFranziska <a class=""internal"" href=""/profil/felder-f"">Felder</a>zum Thema:</p>",Inklusive Bildung,"<p>Wed, 22 May 2024<p>Wann ist Bildung inklusiv? Und weshalb ist das überhaupt wichtig? Anlässlich der Aktionstage „Zukunft Inklusion“ sprechen wir mit Franziska <a class=""internal"" href=""/profil/felder-f"">Felder</a>, Professorin für Inklusion und Diversität am Institut für Erziehungswissenschaft der Universität Zürich.",,en-UK,2024-05-22-hinterfragt,/2024-05-22-hinterfragt,https://www.philosophie.ch/2024-05-22-hinterfragt,GET,,,,,,45434,standard,media article,audio,republication,German,,,,,,,,,,,,,,2024-05-22-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/15071828-franziska-felder-inklusive-bildung.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2024-05-22-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2024-05-22-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2563,10262,,PODCAST: HINTERFRAGT Wiedergutmachung für Klimaschäden,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtLaura <a class=""internal"" href=""/profil/garciaportela"">García‐Portela</a>zum Thema:</p>",Wiedergutmachung für Klimaschäden,"<p>Thu, 21 Dec 2023<p>Wer sollte für Klimaschäden aufkommen? Darüber wird politisch unter dem Stichwort ""Loss and Damage"" gestritten. Doch welche philosophischen Prinzipien könnten der Wiedergutmachung für Klimaschäden zugrunde gelegt werden? Ein Gespräch mit Laura <a class=""internal"" href=""/profil/garciaportela"">García‐Portela</a> (Erasmus Universität Rotterdam).",,en-UK,2023-12-21-hinterfragt,/2023-12-21-hinterfragt,https://www.philosophie.ch/2023-12-21-hinterfragt,GET,,,,,,45281,standard,media article,audio,republication,German,,,,,,,,,,,,,,2023-12-21-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/14185323-laura-garcia-portela-wiedergutmachung-fur-klimaschaden.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2023-12-21-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2023-12-21-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2564,10263,,PODCAST: HINTERFRAGT Flexible Arbeitsverhältnisse,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtFriedemann <a class=""internal"" href=""/profil/bieber-f"">Bieber</a>zum Thema:</p>",Flexible Arbeitsverhältnisse,"<p>Tue, 03 Oct 2023<p>Mehr oder weniger geregelte Arbeitszeiten, eine Fünftagewoche und eine Absicherung im Fall von Krankheit oder Jobverlust: Diese Errungenschaften sind für viele Beschäftigte im regulären Arbeitsmarkt eine Selbstverständlichkeit. Nicht so für Menschen, die ihren Lebensunterhalt im Rahmen flexibler Arbeitsverhältnisse etwa in der Gig-Economy bestreiten. Ein Gespräch mit Friedemann <a class=""internal"" href=""/profil/bieber-f"">Bieber</a> (Universität Zürich).",,en-UK,2023-10-03-hinterfragt,/2023-10-03-hinterfragt,https://www.philosophie.ch/2023-10-03-hinterfragt,GET,,,,,,45202,standard,media article,audio,republication,German,,,,,,,,,,,,,,2023-10-03-hinterfragt.png,,https://www.buzzsprout.com/727704/episodes/13706451-friedemann-bieber-flexible-arbeitsverhaltnisse.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2023-10-03-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2023-10-03-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2565,10264,,PODCAST: HINTERFRAGT Die Furcht vor dem Tod,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtSusanne <a class=""internal"" href=""/profil/burri-su"">Burri</a>zum Thema:</p>",Die Furcht vor dem Tod,"<p>Fri, 12 May 2023<p>Die Epikureer meinten, die Furcht vor dem Tod sei irrational und hindere uns an einem guten Leben. Hatten sie damit recht? Ein Gespräch mit Susanne <a class=""internal"" href=""/profil/burri-su"">Burri</a> (Universität Konstanz).",,en-UK,2023-05-12-hinterfragt,/2023-05-12-hinterfragt,https://www.philosophie.ch/2023-05-12-hinterfragt,GET,,,,,,45058,standard,media article,audio,republication,German,,,,,,,,,,,,,,2023-05-12-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/12834925-susanne-burri-die-furcht-vor-dem-tod.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2023-05-12-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2023-05-12-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2566,10265,,PODCAST: HINTERFRAGT Moralische Überforderung,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtLukas <a class=""internal"" href=""/profil/naegeli-l"">Naegeli</a>zum Thema:</p>",Moralische Überforderung,"<p>Thu, 01 Dec 2022<p>Sind manche moralische Auffassungen zurückzuweisen, weil sie zu anspruchsvolle Forderungen erheben? Gibt es eine Grenze, wie viel die Ethik von moralischen Akteuren verlangen kann? Ein Gespräch mit Lukas <a class=""internal"" href=""/profil/naegeli-l"">Naegeli</a> (Universität Bern).",,en-UK,2022-12-01-hinterfragt,/2022-12-01-hinterfragt,https://www.philosophie.ch/2022-12-01-hinterfragt,GET,,,,,,44896,standard,media article,audio,republication,German,,,,,,,,,,,,,,2022-12-01-hinterfragt.png,,https://www.buzzsprout.com/727704/episodes/11795523-lukas-naegeli-moralische-uberforderung.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2022-12-01-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2022-12-01-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2567,10266,,PODCAST: HINTERFRAGT Effektiver Altruismus,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtStefan <a class=""internal"" href=""/profil/riedener-s"">Riedener</a>zum Thema:</p>",Effektiver Altruismus,"<p>Sun, 20 Mar 2022<p>Wem sollten wir Geld spenden, um möglichst effektiv Gutes zu tun? Sind Spenden überhaupt das richtige Mittel, um die Welt zu verbessern? Und wie viel Raum bleibt für persönliche Beziehungen, wenn wir die Forderungen des effektiven Altruismus ernst nehmen? Ein Gespräch mit Stefan <a class=""internal"" href=""/profil/riedener-s"">Riedener</a> (Universität Zürich).",,en-UK,2022-03-20-hinterfragt,/2022-03-20-hinterfragt,https://www.philosophie.ch/2022-03-20-hinterfragt,GET,,,,,,44640,standard,media article,audio,republication,German,,,,,,,,,,,,,,2022-03-20-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/10281738-stefan-riedener-effektiver-altruismus.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2022-03-20-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2022-03-20-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2568,10267,,PODCAST: HINTERFRAGT Sprachkritik,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtDeborah <a class=""internal"" href=""/profil/muehlebach-d"">Mühlebach</a>zum Thema:</p>",Sprachkritik,"<p>Tue, 14 Dec 2021<p>Die Kritik an althergebrachten sprachlichen Ausdrücken erhitzt zurzeit die Gemüter. Wie sind solche sprachpolitischen Auseinandersetzungen philosophisch einzuordnen? Ein Gespräch mit Deborah <a class=""internal"" href=""/profil/muehlebach-d"">Mühlebach</a> (Freie Universität Berlin).",,en-UK,2021-12-14-hinterfragt,/2021-12-14-hinterfragt,https://www.philosophie.ch/2021-12-14-hinterfragt,GET,,,,,,44544,standard,media article,audio,republication,German,,,,,,,,,,,,,,2021-12-14-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/9717366-deborah-muhlebach-sprachkritik.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2021-12-14-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2021-12-14-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2569,10268,,PODCAST: HINTERFRAGT Triage,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtAdriano <a class=""internal"" href=""/profil/mannino-a"">Mannino</a>zum Thema:</p>",Triage,"<p>Thu, 12 Aug 2021<p>Was tun, wenn medizinische Ressourcen zu knapp werden, um alle behandlungsbedürftigen Personen zu behandeln? Ein Gespräch mit Adriano <a class=""internal"" href=""/profil/mannino-a"">Mannino</a>, Autor des Buchs ""Wen rette ich - und wenn ja wie viele?"" (Reclam 2021). Gemeinsam mit anderen Ethiker:innen <a href=""https://hans-albert-institut.de/wp-content/uploads/2021/05/Triage-Stellungnahme.pdf"">kritisierte</a> Mannino die <a href=""https://www.ethikrat.org/fileadmin/Publikationen/Ad-hoc-Empfehlungen/deutsch/ad-hoc-empfehlung-corona-krise.pdf"">Empfehlungen</a> des Deutschen Ethikrates zur Triage in der Corona-Pandemie.",,en-UK,2021-04-12-hinterfragt,/2021-04-12-hinterfragt,https://www.philosophie.ch/2021-04-12-hinterfragt,GET,,,,,,44298,standard,media article,audio,republication,German,,,,,,,,,,,,,,2021-04-12-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/9017707-adriano-mannino-triage.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2021-04-12-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2021-04-12-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
